chr,start_div_100,Normal_count1,Normal_count2,Normal_count3,Normal_count4,Normal_count5,GBM_count1,GBM_count2,GBM_count3,GBM_count4,GBM_count5
GL000195.1,865,6,3,3,6,2,3,3,3,3,3
GL000205.2,387,3,5,6,6,3,5,5,5,5,5
GL000205.2,388,1,3,2,3,1,8,3,3,3,3
GL000205.2,639,5,2,2,2,2,5,5,5,5,5
GL000205.2,640,4,5,4,4,4,6,7,7,7,1
GL000205.2,806,5,6,3,3,3,6,6,6,6,6
GL000214.1,1087,5,9,6,6,6,10,13,13,11,11
GL000214.1,1088,4,10,4,4,3,12,12,12,12,12
GL000214.1,1243,6,3,3,6,3,3,3,3,3,3
GL000214.1,1244,4,3,3,4,3,3,3,3,3,3
GL000214.1,1245,1,1,1,1,1,1,1,1,1,1
GL000214.1,1295,7,7,7,7,7,7,7,7,7,7
GL000214.1,1296,2,2,2,2,2,2,2,2,2,2
GL000214.1,1297,3,3,3,3,3,3,3,4,3,3
GL000216.2,1606,2,2,2,2,2,2,3,2,2,2
GL000216.2,1607,2,2,2,2,2,2,2,2,2,2
GL000218.1,575,5,8,7,4,3,8,10,10,10,5
GL000218.1,576,6,6,8,3,7,12,12,12,12,9
GL000218.1,582,3,1,1,1,1,8,8,8,8,8
GL000218.1,586,5,11,5,11,11,11,6,11,11,6
GL000218.1,587,6,3,2,3,3,3,5,7,7,5
GL000219.1,995,9,9,2,5,9,7,7,7,5,5
GL000219.1,996,9,9,5,5,9,10,10,10,9,10
GL000220.1,1188,10,10,10,10,10,13,13,13,13,13
GL000224.1,48,2,1,1,1,1,3,4,4,4,4
GL000224.1,50,4,2,1,1,1,3,3,3,3,3
GL000224.1,83,2,2,2,2,1,1,1,1,1,1
GL000224.1,84,2,2,2,2,2,2,2,2,2,2
GL000224.1,176,2,2,2,2,2,2,2,2,2,2
GL000224.1,177,2,2,2,2,2,2,2,2,2,2
GL000225.1,236,3,3,6,3,3,11,11,11,6,6
GL000225.1,302,7,4,8,7,8,8,8,8,8,8
GL000225.1,303,6,3,4,3,2,12,6,11,12,13
GL000225.1,359,4,4,4,3,4,5,5,5,5,5
GL000225.1,367,4,9,5,3,8,9,9,9,9,9
GL000225.1,421,4,2,1,2,2,10,10,3,6,10
GL000225.1,429,3,3,5,5,3,8,8,8,10,8
GL000225.1,430,3,8,4,2,5,15,10,10,15,8
GL000225.1,522,2,3,4,2,2,4,4,4,4,4
GL000225.1,531,4,4,4,4,4,7,7,7,7,7
GL000225.1,536,3,6,9,10,3,7,7,9,7,7
GL000225.1,537,4,4,5,7,2,12,7,7,7,7
GL000225.1,539,1,1,5,5,1,3,5,3,5,5
GL000225.1,540,1,2,1,1,1,5,5,12,5,5
GL000225.1,573,1,4,4,5,6,4,4,4,4,4
GL000225.1,582,1,1,7,7,2,9,9,9,9,9
GL000225.1,588,4,4,4,4,4,8,8,8,8,8
GL000225.1,650,4,4,6,4,4,8,8,8,8,8
GL000225.1,651,5,4,4,4,3,7,7,7,7,7
GL000225.1,1371,1,1,1,1,1,6,6,5,1,6
GL000225.1,1372,4,4,8,4,4,7,7,7,7,7
KI270330.1,11,1,1,1,1,1,1,1,1,1,1
KI270330.1,12,1,1,1,1,1,1,1,1,1,1
KI270438.1,1039,3,3,3,3,3,3,3,3,3,3
KI270438.1,1040,3,3,3,3,2,2,2,2,2,2
KI270438.1,1042,1,1,1,1,1,5,6,5,5,5
KI270438.1,1043,2,2,2,1,2,2,2,2,2,2
KI270438.1,1057,1,1,1,1,1,5,4,5,5,5
KI270438.1,1093,5,5,7,8,6,5,4,6,5,4
KI270438.1,1094,2,2,4,4,4,2,2,4,2,2
KI270438.1,1096,5,3,6,6,6,3,3,3,3,3
KI270438.1,1104,5,5,5,5,5,6,6,5,6,6
KI270438.1,1105,3,3,3,3,3,3,3,3,3,3
KI270442.1,2167,1,1,1,1,1,7,7,7,7,7
KI270442.1,2173,5,5,5,5,3,4,4,4,4,4
KI270442.1,2181,2,8,8,2,2,10,8,8,6,6
KI270442.1,2191,3,3,3,3,2,1,1,3,1,1
KI270442.1,2303,5,3,5,3,3,2,5,5,5,2
KI270442.1,2307,1,1,3,2,1,1,1,1,1,1
KI270442.1,2309,1,3,1,2,1,2,2,2,4,2
KI270442.1,2310,1,1,1,1,1,2,2,2,2,2
KI270442.1,2311,2,2,2,5,5,2,2,2,2,2
KI270442.1,2318,4,5,5,4,4,5,5,5,5,5
KI270442.1,2359,5,5,2,3,4,4,5,4,4,4
KI270442.1,2426,5,3,5,5,5,2,2,2,2,2
KI270442.1,2427,7,4,8,7,7,4,4,4,4,4
KI270442.1,2428,5,1,1,2,3,2,2,2,2,2
KI270442.1,2435,3,3,1,1,3,1,1,1,1,1
KI270442.1,2436,9,9,4,4,6,4,4,4,4,4
KI270442.1,2437,7,2,2,7,2,7,7,7,7,7
KI270442.1,3823,3,2,3,3,3,4,4,4,4,4
KI270442.1,3824,21,10,10,10,10,10,10,10,10,10
KI270442.1,3829,5,5,3,5,2,6,5,5,5,5
KI270442.1,3830,3,3,2,3,2,3,3,7,3,3
KI270442.1,3851,1,1,1,1,1,1,1,1,1,1
KI270713.1,288,1,1,1,2,1,6,6,6,6,6
KI270713.1,289,3,3,3,4,3,3,3,3,3,3
KI270719.1,1634,1,3,8,3,5,11,12,8,12,11
KI270719.1,1698,7,13,13,13,7,14,14,14,14,14
KI270719.1,1706,3,3,3,3,3,9,9,6,9,9
KI270719.1,1707,12,12,12,12,12,12,12,12,12,12
KI270719.1,1708,11,12,11,6,6,12,17,12,12,12
KI270723.1,353,6,6,6,6,6,8,8,8,8,8
KI270724.1,18,3,1,1,3,1,5,5,5,5,5
KI270724.1,19,3,3,3,3,2,8,7,7,7,7
KI270728.1,2325,2,1,2,2,2,2,2,3,2,2
KI270728.1,2326,4,4,4,4,3,4,4,4,2,2
KI270728.1,2327,2,1,2,2,2,2,1,1,1,1
KI270732.1,25,2,4,4,4,4,4,4,4,4,4
KI270733.1,1285,24,12,24,24,24,36,36,31,31,36
KI270733.1,1300,11,11,14,14,11,14,14,14,14,14
KI270733.1,1301,2,2,2,5,2,2,11,2,2,2
KI270733.1,1356,3,3,3,3,3,11,11,11,11,11
KI270733.1,1357,15,15,8,15,8,18,15,18,18,15
KI270733.1,1360,3,3,3,3,3,18,3,4,3,3
KI270733.1,1361,8,8,8,8,8,8,8,8,8,8
KI270733.1,1394,1,1,8,8,1,8,8,8,8,8
KI270733.1,1395,2,2,2,2,2,2,2,2,2,2
KI270733.1,1396,6,2,2,4,2,2,1,3,3,3
KI270733.1,1436,10,12,6,7,10,3,3,3,3,3
KI270733.1,1489,5,5,4,4,5,1,1,1,1,1
KI270733.1,1555,3,3,2,2,2,2,2,2,2,2
KI270733.1,1556,9,8,7,7,7,7,7,8,7,7
KI270733.1,1557,3,3,3,3,3,3,3,3,3,3
KI270733.1,1651,13,13,15,9,8,15,11,15,15,11
KI270733.1,1652,8,8,8,8,8,5,4,8,8,4
KI270733.1,1653,5,5,5,5,5,6,6,14,12,6
KI270733.1,1665,3,3,4,4,3,2,2,2,2,2
KI270733.1,1666,18,18,18,18,18,9,9,9,9,9
KI270733.1,1681,27,27,27,28,20,25,25,25,25,24
KI270733.1,1688,19,19,19,20,19,19,19,19,17,10
KI270733.1,1689,26,26,21,19,19,23,26,26,21,21
KI270733.1,1690,8,7,7,7,7,9,9,9,9,9
KI270733.1,1699,16,17,17,17,15,17,17,17,19,18
KI270733.1,1700,3,3,3,3,3,15,22,9,12,14
KI270733.1,1730,3,4,3,3,3,3,3,3,3,3
KI270733.1,1731,35,41,36,36,26,35,35,35,35,31
KI270733.1,1732,19,19,20,22,18,18,18,28,18,18
KI270733.1,1751,15,14,15,16,14,18,17,17,17,17
KI270744.1,1091,5,5,3,5,3,3,3,3,3,3
KI270744.1,1097,2,2,2,2,2,1,1,1,1,1
KI270744.1,1098,3,3,3,3,3,3,1,1,1,1
KI270744.1,1187,2,2,2,2,2,2,2,2,2,1
KI270744.1,1188,1,1,1,1,1,1,2,2,2,2
KI270744.1,1202,3,3,3,3,6,3,3,3,3,3
KI270744.1,1205,1,1,1,2,2,1,1,1,1,1
KI270744.1,1206,3,3,2,3,1,1,1,1,2,2
KI270744.1,1226,2,2,2,2,2,1,1,1,1,2
KI270744.1,1227,9,9,11,11,8,6,6,6,6,11
KI270744.1,1250,1,1,1,1,1,1,1,1,1,1
KI270744.1,1251,1,1,1,1,1,1,1,2,1,1
KI270744.1,1405,7,7,7,7,7,7,7,7,7,7
KI270744.1,1406,4,4,4,4,4,4,4,4,4,4
KI270749.1,285,1,1,2,3,1,1,1,1,1,1
KI270749.1,286,4,4,3,7,4,4,4,4,4,4
KI270754.1,195,26,15,15,26,5,14,16,26,3,14
KI270754.1,196,18,18,18,18,18,11,18,18,9,9
KI270754.1,197,3,3,3,3,3,5,3,5,1,1
KI270754.1,199,11,11,11,11,11,13,13,13,11,11
KI270754.1,200,10,10,10,6,5,5,5,5,5,5
KI270754.1,360,11,11,11,11,11,22,22,22,22,22
KI270754.1,361,12,12,12,12,12,9,7,9,6,6
KI270754.1,362,2,4,4,2,1,8,5,8,5,5
KI270754.1,368,5,3,5,5,3,7,7,7,5,7
KI270754.1,369,8,3,8,8,4,9,9,9,4,9
KI270754.1,382,5,5,5,5,3,5,5,5,5,5
KI270754.1,383,9,9,9,9,4,9,9,11,9,10
KI270754.1,391,5,5,9,5,5,14,14,10,14,10
KI270754.1,392,12,13,19,13,10,25,26,13,25,12
KI270754.1,394,2,2,4,4,2,6,6,6,6,6
MT,1,4,8,4,4,4,7,6,4,4,5
MT,7,7,8,4,4,4,4,4,4,4,4
MT,8,8,8,8,8,8,4,4,4,4,4
MT,9,8,8,8,8,8,3,3,3,3,3
MT,28,10,10,7,6,9,5,5,2,5,5
MT,29,8,8,8,8,8,6,6,5,6,5
MT,30,14,14,14,14,14,12,12,12,12,7
MT,31,6,6,6,6,6,3,3,3,3,3
MT,32,2,2,2,3,3,2,2,2,2,2
MT,36,3,5,2,2,2,3,3,3,3,3
MT,37,2,3,2,2,2,2,2,2,2,2
MT,38,1,1,1,1,1,1,1,1,1,1
MT,39,1,4,1,1,1,8,8,8,8,8
MT,48,1,1,1,1,1,1,1,1,1,1
MT,49,2,2,2,2,2,2,2,2,2,2
MT,52,2,2,2,2,2,3,3,3,3,2
MT,53,1,1,1,1,1,1,1,1,1,1
MT,54,3,3,3,3,3,3,3,3,3,2
MT,57,4,4,5,1,4,4,4,4,1,1
MT,58,2,2,2,2,2,1,1,1,1,1
MT,59,10,8,7,8,7,3,5,5,3,3
MT,61,10,10,9,9,9,5,5,5,5,5
MT,62,4,4,4,4,4,2,2,2,2,2
MT,63,2,2,2,2,2,1,1,1,1,1
MT,64,3,3,3,3,3,3,3,3,3,3
MT,65,4,4,4,4,4,4,4,4,4,4
MT,66,4,4,4,4,4,3,3,3,3,3
MT,68,11,11,7,6,7,3,3,3,3,3
MT,69,2,2,2,2,2,1,2,2,2,1
MT,72,10,10,10,10,10,4,4,4,4,5
MT,79,14,14,7,14,14,7,7,7,7,7
MT,80,8,8,5,5,8,1,1,4,1,3
MT,81,12,12,7,7,8,5,5,2,5,5
MT,82,4,4,2,3,3,2,2,2,2,1
MT,86,1,1,1,1,1,1,1,1,1,1
MT,87,2,2,2,1,2,1,1,2,1,1
MT,89,4,4,4,4,4,2,2,2,2,2
MT,90,6,6,6,6,6,3,3,3,3,3
MT,91,4,4,4,4,5,4,4,4,4,4
MT,92,2,2,2,2,2,1,1,1,1,1
MT,93,8,8,8,8,8,4,4,4,4,4
MT,94,6,6,6,6,6,2,2,3,3,3
MT,95,2,2,2,2,2,1,1,1,1,1
MT,96,5,5,5,5,5,3,3,3,3,3
MT,97,8,8,8,8,8,4,4,4,4,4
MT,98,6,6,6,6,6,3,3,3,3,3
MT,99,3,4,4,4,4,1,3,3,3,2
MT,106,3,3,3,3,3,3,3,3,3,3
MT,109,1,1,1,1,1,1,1,1,1,1
MT,110,2,2,1,1,1,2,2,2,2,2
MT,111,8,8,4,4,4,4,4,4,4,4
MT,112,1,1,1,1,1,1,1,1,1,1
MT,114,5,5,5,5,5,5,4,3,3,1
MT,115,2,1,1,1,1,1,1,1,1,1
MT,116,4,4,6,6,6,4,4,4,4,4
MT,117,5,5,10,10,10,5,5,5,5,5
MT,118,2,2,2,2,2,2,2,2,2,2
MT,119,1,1,1,1,1,1,1,1,1,1
MT,120,1,1,1,1,1,1,1,1,1,1
MT,121,5,5,5,5,5,2,3,3,2,2
MT,124,2,2,1,1,1,2,2,2,2,1
MT,125,1,1,1,1,1,1,1,1,1,1
MT,132,5,5,5,4,5,3,3,3,3,3
MT,133,3,3,4,4,3,2,2,2,2,2
MT,134,2,3,2,2,2,1,1,1,1,1
MT,135,10,10,10,10,10,5,5,5,5,5
MT,136,6,6,6,6,6,3,3,3,3,3
MT,137,5,5,5,5,5,4,4,4,4,4
MT,138,1,1,1,1,1,1,1,1,1,1
MT,139,3,3,1,1,1,3,3,3,3,3
MT,147,2,2,2,2,2,2,2,2,2,2
MT,148,8,8,8,8,8,4,4,4,4,4
MT,149,14,14,14,14,14,7,7,7,7,7
MT,150,9,9,9,9,6,5,5,5,5,5
MT,151,1,1,1,1,1,1,1,1,1,1
MT,152,2,2,1,1,1,1,2,2,2,2
MT,157,2,2,2,2,2,2,2,2,2,2
MT,158,1,1,1,1,1,1,1,1,1,1
MT,161,1,1,1,1,1,1,1,1,1,1
MT,163,3,3,2,2,3,2,2,2,2,2
MT,164,10,10,7,7,7,5,5,4,4,4
Y,113074,3,3,3,3,3,8,8,8,8,8
Y,113075,5,5,3,5,2,5,5,5,5,5
Y,113326,10,10,10,10,5,17,17,17,17,17
Y,113327,2,1,1,1,2,2,2,2,2,2
Y,113334,13,13,13,13,8,14,14,14,14,14
Y,113335,7,3,8,5,3,11,11,11,11,11
Y,113337,1,1,3,1,1,3,3,4,3,3
Y,113340,2,2,2,2,2,5,5,14,14,5
Y,113341,3,1,1,1,1,4,2,1,4,4
