chr,start_div_100,Normal_count1,Normal_count2,Normal_count3,Normal_count4,Normal_count5,Normal_count6,Normal_count7,Normal_count8,Normal_count9,Normal_count10,GBM_count1,GBM_count2,GBM_count3,GBM_count4,GBM_count5,GBM_count6,GBM_count7,GBM_count8,GBM_count9,GBM_count10
19,17537,11,16,16,5,16,16,27,16,16,16,5,16,22,33,22,33,33,22,29,27
19,17539,14,9,9,13,4,9,5,4,5,9,13,4,5,18,14,13,16,5,18,18
19,17544,16,27,9,35,17,27,36,10,26,9,9,16,16,9,16,16,9,9,9,16
19,17554,16,10,10,16,2,10,3,7,3,10,8,16,8,12,8,15,12,12,8,12
19,17558,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1
19,17576,18,23,22,13,17,23,14,9,12,22,23,23,23,23,23,23,23,23,23,23
19,17577,10,22,14,19,5,22,17,14,11,14,5,14,21,22,14,14,14,15,14,14
19,17579,19,15,9,13,13,15,8,13,4,9,17,10,10,17,17,17,10,10,10,10
19,17580,1,3,2,10,3,3,3,8,2,2,10,10,10,17,10,10,17,3,17,17
19,17675,8,4,5,6,3,4,3,6,3,5,1,1,1,1,1,1,1,1,1,1
19,17797,5,5,5,6,5,5,5,1,9,5,1,5,6,10,5,5,5,1,5,1
19,17798,3,6,3,5,3,6,6,2,1,3,3,3,3,6,3,6,3,3,3,6
19,17969,1,8,7,18,8,8,8,9,1,7,17,17,8,17,17,17,17,17,8,17
19,17970,5,3,3,4,3,3,5,3,2,3,3,3,3,3,3,3,3,3,3,3
19,18120,22,2,5,22,20,2,13,11,20,5,17,17,17,17,17,17,17,17,8,8
19,18157,9,6,6,11,9,6,10,4,5,6,4,2,2,2,4,2,2,2,2,2
19,18160,15,8,8,15,11,8,7,15,11,8,8,8,8,16,8,16,8,8,8,8
19,18186,9,3,1,14,4,3,4,9,2,1,6,6,6,6,6,2,6,2,2,2
19,18189,8,5,8,6,6,5,1,3,4,8,5,1,5,16,12,8,5,5,2,10
19,18219,9,11,3,6,5,11,6,5,6,3,6,8,6,12,9,11,9,4,2,6
19,18242,9,7,4,4,9,7,4,7,10,4,7,3,3,7,4,7,7,3,7,7
19,18265,2,1,1,2,1,1,2,1,2,1,1,2,1,2,2,2,2,2,1,1
19,18481,6,9,5,5,10,9,5,7,10,5,2,3,8,8,6,12,9,6,5,5
19,18485,19,8,9,9,10,8,9,8,10,9,17,17,9,9,17,17,17,17,17,17
19,18534,5,4,2,6,4,4,4,4,6,2,3,4,4,6,5,4,3,3,3,3
19,18535,14,11,7,14,7,11,7,7,14,7,7,7,7,14,14,7,7,7,7,7
19,18556,7,7,5,10,3,7,5,3,3,5,4,5,7,5,5,5,7,5,5,4
19,18569,5,8,8,8,7,8,1,4,4,8,5,4,1,8,8,8,8,8,8,8
19,18574,16,9,7,8,1,9,13,10,2,7,9,9,8,9,16,9,9,16,9,2
19,18606,7,1,3,7,1,1,6,7,1,3,5,1,2,5,2,2,1,1,5,1
19,18607,6,3,3,6,5,3,4,5,3,3,2,2,2,2,2,2,2,3,2,2
19,18611,6,3,1,5,2,3,3,2,2,1,2,2,2,2,2,3,3,2,2,2
19,18625,16,25,19,26,18,25,7,14,8,19,6,9,6,15,12,15,12,12,6,6
19,18643,13,5,6,13,7,5,13,7,7,6,7,11,6,12,12,7,12,11,12,7
19,18713,9,6,4,11,10,6,8,4,10,4,11,12,11,12,11,11,11,10,11,10
19,18714,4,4,1,3,4,4,4,4,6,1,3,4,3,3,3,3,3,3,3,3
19,18728,9,4,3,5,3,4,4,2,3,3,10,12,12,11,13,13,11,11,6,11
19,18735,9,2,2,8,5,2,10,2,5,2,10,9,5,10,6,5,3,6,2,5
19,18736,2,2,2,3,2,2,4,2,2,2,4,2,2,4,4,2,4,4,2,2
19,18738,6,5,8,6,3,5,6,4,2,8,3,1,1,3,1,1,1,1,1,1
19,18763,12,6,6,12,12,6,7,12,6,6,12,6,6,7,6,13,7,12,6,12
19,18834,4,2,2,4,2,2,4,4,2,2,2,3,2,2,2,1,3,2,2,2
19,18835,6,5,5,6,4,5,4,6,4,5,2,3,2,2,2,3,2,2,2,2
19,18951,8,4,5,8,5,4,5,5,7,5,3,2,2,3,2,2,2,2,2,2
19,19055,17,25,4,17,1,25,13,5,1,4,13,13,22,22,22,13,22,26,13,13
19,19056,38,17,22,40,18,17,19,37,18,22,40,40,40,40,40,40,40,40,39,40
19,19078,5,8,3,4,3,8,3,3,2,3,3,3,2,3,3,3,5,2,2,2
19,19079,9,1,5,4,6,1,5,1,5,5,5,9,4,9,9,9,9,8,8,8
19,19119,4,3,1,8,4,3,7,3,4,1,7,7,7,7,7,7,7,7,7,7
19,19123,14,13,10,17,7,13,15,9,7,10,1,7,1,13,5,8,3,8,8,3
19,19124,5,9,4,20,9,9,4,14,16,4,17,11,12,18,14,18,16,7,11,14
19,19133,13,5,3,13,10,5,19,8,8,3,9,9,19,9,19,19,19,9,9,9
19,19155,4,3,3,3,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2
19,19156,3,8,8,8,4,8,1,3,4,8,1,1,1,1,1,1,1,1,1,3
19,19207,6,3,5,6,5,3,3,4,4,5,3,3,2,3,6,6,3,3,2,2
19,19208,4,2,2,4,6,2,3,2,6,2,3,4,1,3,3,3,4,3,1,1
19,19231,16,1,1,13,8,1,8,8,16,1,8,8,8,8,8,8,8,8,1,1
19,19246,13,14,13,6,13,14,13,5,13,13,2,2,2,14,7,7,2,2,2,2
19,19261,1,6,3,3,2,6,4,3,2,3,2,3,3,3,3,1,3,3,2,3
19,19295,9,3,4,10,3,3,9,5,3,4,5,5,3,5,5,3,8,3,3,3
19,19403,14,8,11,14,4,8,14,11,7,11,14,14,14,15,14,14,14,14,11,11
19,19414,6,1,1,6,10,1,15,1,4,1,7,4,13,16,7,16,13,10,4,16
19,19415,9,6,6,4,6,6,4,6,10,6,10,10,9,14,10,6,10,6,6,10
19,19424,8,8,11,8,12,8,7,3,5,11,8,6,5,13,11,6,6,8,1,6
19,19430,10,8,6,10,8,8,6,4,8,6,9,9,9,9,9,10,5,9,2,2
19,19449,2,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1
19,19480,5,3,5,5,3,3,5,5,5,5,3,3,3,3,3,5,3,3,3,3
19,19481,3,1,4,3,1,1,3,1,3,4,1,1,1,1,1,3,2,1,1,1
19,19483,7,3,7,4,3,3,7,4,3,7,4,4,4,4,4,4,4,7,4,8
19,19495,18,19,10,18,19,19,11,14,9,10,8,5,10,9,10,10,9,9,10,10
19,19496,10,9,7,8,12,9,10,5,3,7,6,4,7,5,12,5,4,5,7,9
19,19528,8,5,8,8,4,5,5,3,5,8,6,6,6,6,6,6,6,6,3,5
19,19529,8,5,3,9,2,5,4,1,2,3,5,5,5,5,8,5,5,5,1,5
19,19532,1,6,6,6,8,6,4,5,3,6,3,2,5,9,7,5,7,5,1,3
19,19539,8,3,10,8,13,3,7,13,6,10,8,13,14,14,17,8,17,8,11,1
19,19576,10,6,5,11,1,6,9,5,9,5,4,9,4,6,4,4,4,4,4,4
19,19672,5,7,5,4,3,7,1,4,5,5,2,1,3,9,1,4,6,2,1,2
19,19721,18,6,6,18,12,6,3,3,12,6,6,13,7,13,15,13,13,13,6,13
19,19791,34,17,26,26,26,17,25,17,26,26,26,34,17,34,34,26,25,17,8,8
19,19792,16,12,10,12,12,12,16,8,7,10,3,7,7,7,7,7,12,7,4,4
19,19809,4,1,1,6,1,1,2,3,2,1,5,8,7,7,10,7,7,7,7,7
19,19833,4,2,2,4,2,2,2,2,4,2,2,1,3,3,3,3,3,1,3,3
19,19853,6,5,2,12,1,5,4,3,1,2,4,6,4,14,11,11,11,9,11,11
19,19855,9,1,1,10,5,1,6,1,5,1,1,1,1,1,1,1,1,1,1,1
19,19856,6,6,5,10,5,6,6,2,3,5,2,2,2,6,2,2,5,2,5,3
19,19875,14,4,1,14,3,4,3,6,7,1,1,1,1,8,8,8,8,6,7,1
19,19905,4,2,3,3,2,2,3,3,2,3,3,3,1,3,3,1,3,3,1,1
19,19930,16,16,18,15,9,16,17,4,7,18,19,18,17,17,19,17,19,10,19,19
19,20005,5,2,6,3,2,2,5,4,4,6,1,1,1,3,1,1,1,1,1,1
19,20006,4,7,4,7,4,7,7,7,1,4,4,4,4,7,4,4,4,4,4,4
19,20137,3,2,2,3,1,2,4,1,1,2,1,1,1,1,1,1,1,1,1,1
19,20164,10,4,4,5,9,4,9,5,9,4,4,9,9,9,5,5,5,5,4,9
19,20339,6,5,5,7,2,5,4,2,2,5,1,1,1,1,1,1,2,2,2,1
19,20400,6,3,3,4,2,3,6,4,3,3,5,6,6,6,6,5,6,5,3,3
19,20427,9,7,3,6,9,7,3,3,8,3,3,8,8,3,3,3,3,3,3,3
19,20495,6,3,3,3,5,3,2,3,2,3,1,1,1,1,1,1,1,1,1,1
19,20513,6,3,6,9,6,3,10,14,1,6,18,18,14,19,21,19,17,13,14,21
19,20514,32,31,16,26,31,31,16,28,16,16,15,31,15,31,15,31,16,16,15,15
19,20530,1,4,1,1,1,4,4,1,4,1,4,4,4,1,4,4,1,4,3,3
19,20575,1,4,6,2,1,4,4,2,1,6,2,2,2,3,3,2,3,2,4,2
19,20611,7,4,4,9,10,4,11,2,7,4,8,12,8,12,12,12,12,12,8,8
19,20654,5,7,7,7,6,7,4,4,3,7,1,1,1,1,1,1,1,1,5,1
19,20670,3,3,3,2,3,3,3,2,3,3,2,2,2,3,2,2,2,2,2,2
19,20699,8,5,5,8,2,5,3,2,2,5,3,3,3,3,3,3,3,3,3,3
19,20700,4,3,4,3,2,3,3,1,2,4,3,3,3,3,3,3,3,3,3,4
19,20766,6,3,1,10,8,3,6,6,8,1,3,2,3,5,3,6,6,3,3,3
19,20798,9,4,5,6,5,4,2,3,1,5,7,9,8,7,9,10,9,8,7,8
19,20826,10,6,8,8,10,6,3,5,7,8,3,5,3,3,5,3,3,3,3,3
19,20902,5,6,6,8,6,6,6,4,5,6,3,5,3,6,3,5,5,5,3,3
19,20955,5,11,5,6,6,11,6,1,7,5,14,14,13,14,14,14,7,13,13,6
19,20956,19,19,19,19,20,19,19,9,20,19,20,20,20,20,20,20,20,20,20,10
19,20957,4,1,1,4,4,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1
19,20966,8,2,2,10,6,2,9,2,11,2,2,3,2,18,12,18,11,11,5,5
19,20972,4,4,3,5,3,4,3,3,2,3,3,4,4,5,5,5,4,5,4,4
19,21092,8,5,5,10,4,5,7,5,4,5,2,5,2,7,7,4,4,2,2,2
19,21107,13,6,8,14,11,6,9,8,5,8,3,14,14,14,14,14,14,8,3,3
19,21108,3,2,3,4,1,2,3,1,1,3,3,3,3,3,3,3,3,3,3,3
19,21155,8,8,8,11,11,8,15,4,8,8,12,7,10,15,12,12,12,8,15,8
19,21201,6,2,1,6,5,2,4,1,5,1,1,2,2,4,4,2,2,1,1,2
19,21202,6,4,3,6,3,4,5,2,3,3,2,3,3,5,4,5,5,3,2,5
19,21275,12,3,10,10,9,3,8,7,7,10,7,3,7,9,7,7,9,7,3,7
19,21283,6,5,7,6,6,5,8,5,6,7,5,3,2,5,5,5,5,2,2,2
19,21284,5,2,5,2,6,2,7,5,6,5,5,2,3,12,11,12,12,3,7,10
19,21311,3,1,1,6,3,1,2,4,3,1,2,2,2,2,2,2,2,2,2,1
19,21369,7,5,5,7,1,5,3,4,8,5,7,10,7,10,10,11,10,7,7,10
19,21444,4,4,4,4,4,4,4,4,2,4,1,1,1,1,1,1,1,1,1,1
19,21445,5,4,4,4,1,4,2,1,1,4,1,1,1,1,1,1,1,1,1,1
19,21516,9,4,4,9,9,4,5,9,9,4,13,17,13,17,17,17,17,17,9,17
19,21517,12,8,6,12,9,8,4,10,9,6,11,11,9,13,11,11,12,11,5,9
19,21636,1,9,3,7,2,9,1,2,1,3,15,7,15,15,16,15,15,15,15,15
19,21644,12,12,3,13,18,12,21,3,20,3,15,21,11,14,21,11,12,21,12,11
19,21650,2,2,1,3,1,2,3,3,1,1,3,2,3,3,3,3,3,4,4,3
19,21651,11,7,8,20,8,7,19,20,17,8,20,7,20,24,20,20,24,24,20,20
19,21653,9,9,9,18,2,9,6,5,5,9,18,18,16,18,18,16,18,16,16,9
19,21805,4,3,3,6,3,3,5,2,4,3,4,3,4,4,4,4,4,4,4,4
19,21806,9,10,10,12,9,10,5,4,9,10,9,9,6,10,10,6,5,5,2,2
19,21880,4,4,8,4,5,4,9,10,1,8,8,4,4,4,9,8,8,4,10,4
19,21902,4,8,8,8,7,8,7,5,7,8,4,7,4,4,4,4,7,4,5,4
19,21914,7,3,5,4,2,3,6,3,3,5,6,3,4,7,4,6,5,5,4,2
19,21930,1,8,7,7,5,8,3,4,5,7,4,4,4,4,4,4,4,3,4,4
19,21966,6,3,3,8,6,3,3,3,2,3,5,5,5,5,5,5,5,5,5,3
19,22121,4,2,2,4,2,2,2,4,1,2,2,3,4,3,2,2,3,2,2,2
19,22122,7,3,3,7,1,3,3,7,4,3,3,3,7,3,3,3,3,3,3,3
19,22151,3,4,3,1,1,4,3,3,1,3,3,3,1,3,3,3,3,1,1,1
19,22156,22,11,11,22,11,11,15,11,11,11,21,10,22,11,11,10,11,9,10,10
19,22157,11,6,6,12,2,6,5,4,2,6,9,5,10,5,5,5,5,5,5,5
19,22164,3,5,5,5,5,5,4,7,3,5,6,2,4,9,8,4,4,6,6,9
19,22175,12,6,7,6,9,6,12,7,6,7,5,2,9,9,9,5,9,2,6,2
19,22194,7,10,7,3,7,10,7,5,7,7,4,6,6,7,6,7,7,6,6,7
19,22195,7,6,6,5,7,6,3,1,7,6,1,5,5,5,5,5,5,1,5,5
19,22269,10,10,18,8,9,10,23,9,9,18,9,10,8,19,19,10,17,17,17,16
19,22270,18,2,11,14,7,2,18,2,2,11,7,18,17,18,18,17,18,10,17,17
19,22271,9,14,8,16,1,14,2,14,7,8,8,3,3,13,9,13,8,3,8,10
19,22274,8,2,2,7,5,2,3,3,10,2,3,3,3,5,5,3,3,3,3,3
19,22317,3,7,8,4,4,7,8,4,4,8,1,4,4,4,1,4,4,1,1,1
19,22362,8,6,8,2,6,6,8,6,1,8,15,16,14,16,16,15,15,16,15,15
19,22365,16,17,16,16,17,17,7,7,15,16,15,15,15,15,15,16,16,15,15,15
19,22366,27,27,14,27,1,27,1,1,1,14,1,14,1,14,14,27,27,14,1,14
19,22455,7,9,11,13,11,9,16,13,8,11,7,8,7,7,13,7,8,2,2,2
19,22458,2,1,2,3,2,1,3,2,2,2,3,3,2,3,3,4,3,3,3,2
19,22468,9,11,7,10,11,11,8,2,6,7,1,3,5,7,6,7,7,4,4,4
19,22469,16,10,12,21,15,10,15,11,5,12,8,4,8,14,17,19,15,14,14,14
19,22507,21,16,16,9,17,16,11,6,12,16,4,12,10,21,10,20,15,16,18,10
19,22510,25,25,25,25,20,25,17,3,17,25,11,13,16,25,16,16,16,13,8,16
19,22513,19,16,16,15,14,16,7,4,10,16,19,19,21,22,19,15,19,18,19,19
19,22519,5,5,5,2,16,5,28,5,22,5,14,2,8,2,8,14,2,8,13,8
19,22520,14,11,11,10,14,11,12,14,14,11,8,5,8,10,10,8,10,8,10,10
19,22522,17,18,18,19,17,18,17,5,17,18,17,17,10,18,18,18,18,9,18,18
19,22532,14,10,14,14,9,10,12,6,4,14,14,10,5,10,10,10,9,8,5,3
19,22565,5,5,6,6,4,5,6,2,6,6,2,2,2,2,2,2,2,2,2,2
19,22566,11,14,11,11,11,14,14,8,11,11,11,11,11,11,11,11,11,7,11,7
19,22567,8,8,4,4,8,8,14,4,4,4,6,7,7,7,7,7,7,4,7,4
19,22699,2,8,8,13,3,8,10,8,7,8,5,2,5,5,7,6,6,6,5,5
19,22703,24,2,10,16,4,2,6,8,26,10,31,31,31,31,31,31,31,31,31,31
19,22704,10,6,5,17,11,6,23,12,12,5,13,19,13,18,19,24,24,24,24,24
19,22713,4,8,5,5,1,8,7,5,3,5,6,5,6,6,6,6,5,6,3,3
19,22715,3,1,1,3,2,1,1,1,2,1,1,1,1,3,1,3,3,1,1,1
19,22716,6,12,12,5,9,12,9,5,9,12,5,2,2,9,9,9,8,9,5,5
19,22760,15,2,9,9,1,2,16,15,1,9,16,16,16,16,16,16,16,16,16,16
19,22761,8,8,16,18,16,8,16,9,15,16,15,17,20,20,17,17,20,17,9,17
19,22788,1,5,1,2,1,5,5,4,2,1,1,5,5,10,6,10,10,10,5,5
19,22827,6,6,6,7,3,6,4,1,3,6,4,1,3,4,3,4,3,3,4,3
19,22857,6,5,5,6,6,5,6,5,1,5,5,5,5,5,5,5,6,5,5,5
19,22881,5,5,5,8,8,5,5,5,7,5,4,4,7,5,4,4,5,4,4,4
19,22882,2,3,3,4,2,3,2,3,2,3,2,2,2,2,2,2,3,2,2,2
19,22883,3,1,3,6,2,1,5,8,2,3,2,2,5,9,9,5,5,5,2,2
19,22884,4,3,1,3,3,3,6,2,1,1,3,3,5,5,5,4,5,4,1,3
19,22891,1,2,3,3,1,2,3,1,1,3,1,1,1,1,1,1,1,1,1,1
19,22895,8,5,4,8,1,5,6,4,1,4,5,5,5,9,9,5,5,5,5,4
19,22902,19,13,4,10,4,13,9,4,3,4,11,13,11,11,11,13,11,9,9,9
19,22909,26,12,12,26,3,12,26,15,26,12,25,14,14,25,14,25,15,14,12,11
19,22913,10,6,4,9,10,6,8,10,10,4,6,4,6,10,9,9,9,6,6,6
19,22914,15,14,24,26,26,14,26,16,16,24,3,2,3,16,16,16,16,3,13,23
19,22915,4,24,25,24,14,24,24,24,17,25,10,11,24,28,25,28,28,16,28,25
19,22916,16,17,2,3,16,17,17,17,19,2,15,29,32,35,31,35,35,20,34,31
19,22992,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1
19,23006,3,3,3,6,5,3,3,3,1,3,3,3,6,3,6,4,3,3,6,3
19,23013,4,4,4,4,4,4,3,1,2,4,1,1,1,3,2,1,1,1,2,1
19,23014,8,5,5,7,10,5,6,3,8,5,3,6,6,8,6,6,3,6,3,3
19,23025,18,6,13,18,11,6,11,15,7,13,5,10,18,14,14,14,8,13,6,6
19,23033,3,5,3,5,4,5,6,5,5,3,4,5,4,5,5,5,5,5,2,4
19,23073,6,11,10,8,7,11,12,3,7,10,12,7,12,8,12,12,12,12,12,12
19,23074,3,2,4,4,3,2,2,4,3,4,2,2,2,4,2,2,4,2,2,1
19,23076,6,12,7,5,5,12,12,9,6,7,5,5,5,5,7,5,5,5,8,8
19,23077,5,9,5,5,4,9,9,9,5,5,5,5,5,5,5,5,5,5,5,5
19,23078,7,1,1,7,5,1,6,7,6,1,1,12,1,7,6,1,1,1,7,1
19,23079,10,5,6,10,10,5,17,11,10,6,7,14,7,10,10,7,7,7,7,4
19,23080,12,11,11,5,13,11,17,11,13,11,18,11,5,18,18,18,18,11,18,18
19,23090,5,7,4,5,5,7,7,1,1,4,2,2,2,4,2,2,2,1,1,3
19,23242,4,3,3,4,3,3,4,2,3,3,4,4,4,4,4,4,5,4,4,4
19,23244,8,5,3,3,4,5,8,1,7,3,2,5,3,5,5,5,5,3,3,4
19,23285,26,22,15,5,16,22,29,15,26,15,26,15,30,26,26,26,15,26,10,10
19,23286,28,18,15,11,14,18,22,20,17,15,23,20,28,28,28,28,20,28,20,20
19,23287,30,13,13,30,23,13,27,14,28,13,26,19,30,30,29,32,32,30,29,16
19,23288,23,10,9,23,10,10,19,10,15,9,19,28,23,23,24,28,28,23,24,25
19,23289,11,7,8,11,7,7,17,8,7,8,11,11,11,11,11,11,11,11,11,11
19,23290,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
19,23304,7,3,3,7,3,3,3,6,2,3,2,2,2,2,2,2,2,2,3,2
19,23346,7,5,2,8,5,5,10,3,7,2,2,2,2,2,2,2,2,2,2,2
19,23412,4,4,2,4,3,4,4,2,1,2,4,3,4,4,3,5,4,3,2,2
19,23413,11,11,5,11,11,11,11,6,6,5,6,12,12,12,12,12,12,12,6,6
19,23446,5,5,4,5,4,5,9,10,9,4,4,1,9,10,10,9,10,7,4,1
19,23536,8,4,2,8,8,4,8,7,3,2,3,2,2,5,3,5,5,2,2,2
19,23548,4,3,3,2,1,3,2,3,3,3,8,7,6,9,9,8,9,5,9,9
19,23604,5,3,4,6,3,3,8,7,5,4,5,5,5,5,5,5,5,5,5,5
19,23606,11,3,3,9,9,3,16,8,5,3,8,8,8,8,8,8,8,6,8,8
19,23609,4,7,5,2,2,7,2,2,2,5,1,1,1,1,1,1,1,5,1,1
19,23894,3,3,3,3,7,3,2,3,3,3,6,2,6,2,2,6,6,2,6,6
19,23953,4,3,3,4,2,3,4,2,2,3,3,1,1,1,3,1,3,1,1,1
19,23956,6,5,5,6,2,5,6,2,5,5,5,2,5,5,5,2,5,5,2,2
19,23957,10,5,10,10,6,5,6,5,10,10,1,1,1,2,1,1,1,1,1,1
19,24137,3,3,4,3,1,3,1,6,3,4,8,7,8,8,8,8,8,8,8,8
19,24157,6,14,9,3,2,14,5,2,2,9,1,3,3,4,3,4,4,4,2,1
19,24220,6,5,6,2,1,5,5,3,1,6,3,3,3,3,3,3,3,3,3,3
19,24241,23,3,3,21,11,3,18,10,14,3,1,3,13,14,3,1,13,3,11,10
19,24255,1,1,6,1,1,1,11,8,1,6,7,6,2,7,11,7,5,3,3,7
19,24257,7,2,7,6,9,2,3,4,9,7,9,9,4,6,9,6,9,2,6,6
19,24268,7,3,4,7,7,3,9,7,5,4,4,7,4,4,4,4,4,4,4,4
19,24269,24,5,12,12,16,5,16,24,12,12,19,24,19,19,19,19,19,19,19,19
19,24272,7,13,14,14,14,13,14,7,14,14,7,7,7,7,7,7,7,7,7,7
19,24273,12,2,2,23,2,2,11,13,1,2,22,22,22,22,22,22,22,22,22,11
19,24274,14,13,13,8,13,13,14,13,7,13,9,9,9,9,9,9,9,9,9,9
19,24294,8,13,7,8,14,13,7,14,6,7,13,12,12,14,13,12,12,12,12,12
19,24296,12,6,12,6,6,6,6,9,6,12,6,6,6,6,12,6,6,12,6,6
19,24328,7,7,7,11,5,7,3,4,5,7,5,1,4,6,5,5,8,4,6,1
19,24343,9,7,7,9,4,7,8,5,4,7,9,9,9,9,9,9,9,9,5,5
19,24344,9,9,9,9,4,9,9,5,4,9,9,9,9,9,9,9,11,9,5,5
19,24372,5,5,3,3,3,5,3,5,3,3,3,3,3,3,3,3,4,3,3,3
19,24380,3,4,3,4,1,4,5,5,1,3,5,2,2,2,2,2,5,2,2,2
19,24518,10,5,10,5,10,5,10,4,5,10,4,4,4,4,4,4,4,4,4,3
19,24519,5,4,2,1,5,4,5,4,1,2,1,1,1,1,1,1,1,1,1,1
19,24559,9,6,6,6,6,6,7,2,8,6,6,2,2,4,2,2,2,2,2,3
19,24560,17,17,13,17,16,17,17,9,17,13,18,13,13,13,13,13,13,14,9,9
19,24561,26,26,15,26,24,26,24,21,24,15,24,24,24,24,24,24,26,24,13,13
19,24562,8,8,8,8,4,8,8,4,4,8,4,4,4,4,5,4,7,4,4,4
19,24563,24,23,13,18,23,23,14,21,23,13,23,23,12,23,23,23,23,23,12,12
19,24564,10,10,10,10,10,10,9,1,5,10,9,9,12,15,14,15,9,14,12,7
19,24565,22,12,7,22,17,12,11,5,6,7,11,17,16,22,22,22,17,16,17,17
19,24568,40,13,30,32,20,13,33,32,8,30,40,33,20,40,40,40,40,40,40,28
19,24569,34,13,31,31,3,13,3,17,16,31,21,17,31,20,34,34,34,34,34,34
19,24598,4,6,6,7,9,6,4,3,9,6,4,4,7,7,7,4,7,7,3,3
19,24623,14,11,8,14,8,11,1,7,2,8,8,7,8,14,14,14,14,8,5,5
19,24629,1,1,3,5,5,1,4,2,4,3,6,4,4,6,6,6,6,4,4,1
19,24630,8,6,8,7,5,6,3,2,5,8,8,6,6,10,8,10,10,8,6,3
19,24753,20,11,17,17,9,11,17,9,9,17,12,12,12,15,15,12,15,12,15,15
19,24754,15,11,12,15,9,11,12,4,9,12,10,14,14,10,10,10,10,10,9,5
19,24773,10,9,9,9,5,9,10,5,9,9,9,9,9,10,9,10,10,9,9,9
19,24788,4,4,3,6,3,4,4,1,3,3,1,1,1,1,3,4,1,1,1,1
19,24890,10,7,7,10,7,7,4,11,7,7,10,10,10,10,6,6,6,3,3,7
19,24912,5,5,5,5,3,5,5,5,3,5,5,5,5,6,5,5,6,5,5,5
19,24913,12,12,12,12,5,12,12,12,5,12,11,12,7,12,12,12,12,12,12,11
19,24914,10,4,3,10,2,4,6,7,6,3,3,3,1,3,3,3,3,3,3,3
19,24950,8,8,10,8,7,8,6,4,7,10,7,5,5,5,7,7,7,5,5,1
19,24952,4,4,4,4,4,4,4,1,4,4,1,1,1,1,1,1,1,1,1,1
19,24953,5,3,3,5,5,3,3,5,5,3,5,5,5,5,5,5,5,5,4,2
19,24958,2,3,1,2,4,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2
19,24972,6,4,4,8,4,4,6,6,3,4,6,4,1,6,6,6,3,4,4,4
19,25006,2,6,8,8,3,6,5,3,2,8,6,6,6,8,6,6,6,3,3,3
19,25125,8,8,7,8,7,8,7,5,7,7,1,4,1,1,1,1,1,1,1,1
19,25130,3,2,5,4,5,2,3,1,3,5,5,8,1,5,5,7,5,5,5,3
19,25135,7,6,3,9,4,6,6,6,3,3,1,6,1,6,6,6,6,1,1,6
19,25167,5,5,7,7,3,5,5,2,5,7,5,5,5,3,5,2,5,2,2,2
19,25168,8,4,1,8,1,4,4,8,1,1,8,8,4,8,8,8,8,8,8,4
19,25169,7,2,2,10,3,2,8,7,2,2,10,9,8,9,10,10,9,9,10,7
19,25320,9,6,3,4,2,6,5,3,3,3,2,2,3,5,6,3,4,2,2,3
19,25409,11,6,5,11,5,6,10,5,1,5,12,12,12,13,12,12,12,6,13,7
19,25444,10,10,10,10,9,10,9,4,9,10,9,9,9,9,9,9,9,9,5,5
19,25556,7,3,2,7,2,3,4,5,2,2,3,3,3,3,5,3,3,3,3,3
19,25562,3,6,6,6,6,6,3,3,3,6,2,3,5,5,5,6,5,5,3,3
19,25563,4,4,4,5,2,4,3,1,4,4,4,1,1,4,4,2,4,4,1,3
19,25575,11,5,5,9,9,5,11,5,4,5,5,5,5,5,11,9,5,9,5,5
19,25576,4,3,3,6,4,3,6,1,2,3,4,4,2,4,4,4,4,6,2,2
19,25621,7,6,6,7,6,6,2,2,4,6,3,3,3,3,4,3,3,3,3,3
19,25622,2,2,2,3,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2
19,25676,12,6,7,12,5,6,4,7,4,7,4,7,7,7,7,7,7,4,7,7
19,25741,5,5,5,5,1,5,4,1,6,5,2,4,3,7,7,4,6,6,6,3
19,25793,10,8,2,10,8,8,7,3,3,2,6,6,3,6,6,6,6,6,3,3
19,25794,6,5,5,6,1,5,4,1,6,5,1,6,1,1,6,1,1,1,1,4
19,25873,8,10,1,8,3,10,7,8,4,1,7,6,4,7,4,7,4,4,4,6
19,26087,3,3,5,4,4,3,1,2,1,5,2,2,2,3,3,2,4,3,2,2
19,26111,7,4,3,16,6,4,7,6,6,3,3,2,4,4,3,3,3,1,4,3
19,26140,11,12,4,7,3,12,7,12,7,4,11,10,7,15,15,15,15,7,7,15
19,26141,3,2,3,5,2,2,3,3,2,3,3,2,2,3,7,3,3,2,2,3
19,26229,3,1,1,3,3,1,1,3,3,1,2,3,2,3,3,3,3,3,2,2
19,26251,10,7,6,10,7,7,1,3,1,6,1,8,1,3,7,6,5,1,1,4
19,26393,8,4,1,5,3,4,1,1,3,1,6,5,1,5,5,1,1,2,1,5
19,26394,6,3,6,6,1,3,6,5,4,6,5,5,5,5,5,5,5,5,5,5
